ann_id,wine_type,normalized,optimizer,hidden_layer_1_nodes,hidden_layer_1_activation,hidden_layer_2_nodes,hidden_layer_2_activation,train_mae,validation_mae,test_mae,train_pc,validation_pc,test_pc
21,white,False,rmsprop,12,sigmoid,0,NA,0.615423516624238,0.616686675689947,0.617239171985712,0.45955132562882395,0.4621676891615542,0.45296523517382414
21,red,False,rmsprop,12,sigmoid,0,NA,0.5864335110573353,0.5624554667082973,0.5525734281690339,0.48443983402489627,0.5062893081761006,0.5173501577287066
21,white,True,rmsprop,12,sigmoid,0,NA,0.5826255309184663,0.5936737462786809,0.5816701302011564,0.5241332426920462,0.5081799591002045,0.516359918200409
21,red,True,rmsprop,12,sigmoid,0,NA,0.4902836232759151,0.49973171012206646,0.49208209040789197,0.5850622406639004,0.5911949685534591,0.61198738170347
22,white,False,rmsprop,24,sigmoid,0,NA,0.5654888688748099,0.59164589314373,0.5708629902155121,0.5166553365057783,0.48773006134969327,0.5112474437627812
22,red,False,rmsprop,24,sigmoid,0,NA,0.4855379524072671,0.491833304459194,0.46665093124100837,0.5943983402489627,0.5754716981132075,0.6309148264984227
22,white,True,rmsprop,24,sigmoid,0,NA,0.5830739575288152,0.5942463696856196,0.5821390951581772,0.5237933378653977,0.5061349693251533,0.5153374233128835
22,red,True,rmsprop,24,sigmoid,0,NA,0.4938225459261059,0.503247413995131,0.49534195830769345,0.5798755186721992,0.5911949685534591,0.5930599369085173
23,white,False,rmsprop,48,sigmoid,0,NA,0.5641589735252852,0.5944840961682528,0.571306398309813,0.5305914343983684,0.49284253578732107,0.5296523517382413
23,red,False,rmsprop,48,sigmoid,0,NA,0.49374508832994835,0.501202403374438,0.474484281208989,0.5964730290456431,0.5786163522012578,0.6056782334384858
23,white,True,rmsprop,48,sigmoid,0,NA,0.5824968711119133,0.5946152663669704,0.5822222320580044,0.5261726716519375,0.5,0.5153374233128835
23,red,True,rmsprop,48,sigmoid,0,NA,0.4951538856593405,0.5050611391007526,0.49535547521212125,0.5778008298755186,0.5849056603773585,0.5993690851735016
24,white,False,rmsprop,96,sigmoid,0,NA,0.5506675914385787,0.5869475763999611,0.565801353786133,0.5520054384772264,0.4948875255623722,0.5306748466257669
24,red,False,rmsprop,96,sigmoid,0,NA,0.48221086540657454,0.49258165614410016,0.46991459428323934,0.6089211618257261,0.5974842767295597,0.6088328075709779
24,white,True,rmsprop,96,sigmoid,0,NA,0.5817469730416096,0.5943169978986245,0.5824172794209423,0.5248130523453433,0.49693251533742333,0.5112474437627812
24,red,True,rmsprop,96,sigmoid,0,NA,0.49663599398126246,0.5067768591754841,0.49256199617115104,0.5757261410788381,0.5911949685534591,0.5993690851735016
25,white,False,sgd,6,sigmoid,0,NA,0.6156748772315798,0.6150058627372383,0.617307186126709,0.4585316111488783,0.4611451942740286,0.45194274028629855
25,red,False,sgd,6,sigmoid,0,NA,0.6602887825352522,0.6551160827372808,0.654698728386912,0.4004149377593361,0.39937106918238996,0.40063091482649843
25,white,True,sgd,6,sigmoid,0,NA,0.5824472503869571,0.5951576813110788,0.5828070065238968,0.5285520054384772,0.49795501022494887,0.5132924335378323
25,red,True,sgd,6,sigmoid,0,NA,0.4978013093046133,0.5012702671986706,0.49258794543870993,0.5757261410788381,0.5880503144654088,0.583596214511041
26,white,False,sgd,12,sigmoid,0,NA,0.6185752402188258,0.6168316912309767,0.6207774675209342,0.4568320870156356,0.4621676891615542,0.45296523517382414
26,red,False,sgd,12,sigmoid,0,NA,0.5757060872073985,0.5541591329394646,0.5378697121557001,0.5020746887966805,0.5188679245283019,0.5236593059936908
26,white,True,sgd,12,sigmoid,0,NA,0.5817366756605178,0.5955331240207383,0.5824639017109003,0.526512576478586,0.5030674846625767,0.5194274028629857
26,red,True,sgd,12,sigmoid,0,NA,0.4969645080724692,0.5016960872794097,0.49248308187779566,0.5798755186721992,0.5911949685534591,0.5867507886435331
27,white,False,sgd,24,sigmoid,0,NA,0.6164566553181973,0.6202140931946613,0.6206102819774292,0.4554724677090415,0.4550102249488753,0.44683026584867075
27,red,False,sgd,24,sigmoid,0,NA,0.5758563660981744,0.5592946346450902,0.5449108460724166,0.5062240663900415,0.5,0.5141955835962145
27,white,True,sgd,24,sigmoid,0,NA,0.5822444719007273,0.5955838072275579,0.5831515910922872,0.5241332426920462,0.49795501022494887,0.5153374233128835
27,red,True,sgd,24,sigmoid,0,NA,0.4988313779791361,0.49974263089257964,0.4925195651851618,0.5757261410788381,0.5880503144654088,0.5867507886435331
28,white,False,sgd,48,sigmoid,0,NA,0.6169302617506783,0.6202685930490006,0.6185378218964809,0.4598912304554725,0.46421267893660534,0.45194274028629855
28,red,False,sgd,48,sigmoid,0,NA,0.5770936452501543,0.5686713854471842,0.5512447026249738,0.4948132780082988,0.4748427672955975,0.5173501577287066
28,white,True,sgd,48,sigmoid,0,NA,0.582469206209656,0.5957971991693072,0.5834674493910589,0.5227736233854521,0.49591002044989774,0.5112474437627812
28,red,True,sgd,48,sigmoid,0,NA,0.49844249848013594,0.5013781073708204,0.4919233021299922,0.5778008298755186,0.5943396226415094,0.5772870662460567
29,white,False,sgd,96,sigmoid,0,NA,0.6213660035953483,0.6262344065863175,0.6239675061590588,0.4581917063222298,0.4611451942740286,0.4570552147239264
29,red,False,sgd,96,sigmoid,0,NA,0.5728317227106371,0.5627715032805437,0.5463466614202747,0.5031120331950207,0.5220125786163522,0.5236593059936908
29,white,True,sgd,96,sigmoid,0,NA,0.582656018674009,0.5959668820133482,0.5834889943370546,0.526512576478586,0.49897750511247446,0.5194274028629857
29,red,True,sgd,96,sigmoid,0,NA,0.5003390480373905,0.5064427177861052,0.49414376731174603,0.5757261410788381,0.5911949685534591,0.580441640378549
30,white,False,nadam,6,relu,6,relu,0.582533623716768,0.5979387155583543,0.583848513952306,0.5248130523453433,0.5081799591002045,0.5194274028629857
30,red,False,nadam,6,relu,6,relu,0.5125533945827563,0.5137765542516168,0.5069346352706572,0.5746887966804979,0.5974842767295597,0.583596214511041
30,white,True,nadam,6,relu,6,relu,0.5654621740168734,0.5873175330444835,0.5726426003656991,0.54418762746431,0.516359918200409,0.5245398773006135
30,red,True,nadam,6,relu,6,relu,0.4854315143403176,0.500754881205049,0.4941064190789352,0.5902489626556017,0.5880503144654088,0.5962145110410094
31,white,False,nadam,12,relu,12,relu,0.5633192383294848,0.590240348823719,0.5731906773853888,0.5448674371176071,0.5010224948875256,0.49897750511247446
31,red,False,nadam,12,relu,12,relu,0.5073685131626999,0.5061313566171898,0.49994269229636207,0.5860995850622407,0.60062893081761,0.5930599369085173
31,white,True,nadam,12,relu,12,relu,0.5424757699104169,0.5861713086656754,0.5667526907228497,0.5577838205302516,0.5051124744376279,0.5265848670756647
31,red,True,nadam,12,relu,12,relu,0.4877659255538244,0.5033219865283126,0.49491136833696336,0.5975103734439834,0.5911949685534591,0.6025236593059937
32,white,False,nadam,24,relu,24,relu,0.5615777842938535,0.5913709097357128,0.5783938440077144,0.5424881033310673,0.516359918200409,0.5081799591002045
32,red,False,nadam,24,relu,24,relu,0.5143284827347119,0.5195715217470372,0.49710803377891566,0.5809128630705395,0.5723270440251572,0.5962145110410094
32,white,True,nadam,24,relu,24,relu,0.5101395672798805,0.5662159261527968,0.545741824284653,0.5904146838885113,0.5347648261758691,0.5398773006134969
32,red,True,nadam,24,relu,24,relu,0.4774710909459601,0.5005008259659294,0.4871421642483973,0.5923236514522822,0.5943396226415094,0.5899053627760252
33,white,False,nadam,48,relu,48,relu,0.5519930118610064,0.5874142666292093,0.5708138182119358,0.5554044867437118,0.516359918200409,0.5224948875255624
33,red,False,nadam,48,relu,48,relu,0.5026393233493156,0.5155838435550906,0.4989046779716805,0.5964730290456431,0.5911949685534591,0.6182965299684543
33,white,True,nadam,48,relu,48,relu,0.5093854395894272,0.5607380832874945,0.5489572825363565,0.5870156356220259,0.5408997955010225,0.5337423312883436
33,red,True,nadam,48,relu,48,relu,0.456083087010997,0.48774528203520384,0.4720061765484253,0.6307053941908713,0.60062893081761,0.6214511041009464
34,white,False,nadam,96,relu,96,relu,0.5566039620249714,0.5906892544409005,0.571583142797396,0.5496261046906866,0.5153374233128835,0.5071574642126789
34,red,False,nadam,96,relu,96,relu,0.47068589851569337,0.49414445769112064,0.4909458777129838,0.6109958506224067,0.610062893081761,0.5930599369085173
34,white,True,nadam,96,relu,96,relu,0.48793262085243605,0.5483013257414773,0.5321550380842329,0.5955132562882393,0.5449897750511248,0.5511247443762781
34,red,True,nadam,96,relu,96,relu,0.438072542184616,0.4852968236935214,0.47486178581646943,0.6410788381742739,0.5786163522012578,0.6340694006309149
35,white,False,rmsprop,6,relu,6,relu,0.5833292492063251,0.5996023648111855,0.5810226009423504,0.5288919102651257,0.516359918200409,0.5286298568507157
35,red,False,rmsprop,6,relu,6,relu,0.5089752248708638,0.5118270220246705,0.5054566386370253,0.5736514522821576,0.5817610062893082,0.5583596214511041
35,white,True,rmsprop,6,relu,6,relu,0.5806871750661097,0.5958437724591277,0.5815412359491204,0.526512576478586,0.5081799591002045,0.5153374233128835
35,red,True,rmsprop,6,relu,6,relu,0.47997109474482874,0.4939173047647536,0.48370559132813656,0.5933609958506224,0.5911949685534591,0.6088328075709779
36,white,False,rmsprop,12,relu,12,relu,0.5662473940184779,0.5936849063647062,0.5707238271436321,0.5360299116247451,0.5010224948875256,0.5071574642126789
36,red,False,rmsprop,12,relu,12,relu,0.49799777561203573,0.518984946064979,0.49644142746549297,0.5995850622406639,0.5786163522012578,0.6151419558359621
36,white,True,rmsprop,12,relu,12,relu,0.5708333319502571,0.5931427447098652,0.5783308327563701,0.5455472467709042,0.5061349693251533,0.5337423312883436
36,red,True,rmsprop,12,relu,12,relu,0.48893384616899294,0.5011300215931058,0.49302614524913513,0.5923236514522822,0.5943396226415094,0.5962145110410094
37,white,False,rmsprop,24,relu,24,relu,0.5520082704069499,0.5905880152813496,0.5792987073613578,0.5465669612508498,0.5204498977505112,0.5194274028629857
37,red,False,rmsprop,24,relu,24,relu,0.5176558682532726,0.5203480585566107,0.5151239073238915,0.5809128630705395,0.5849056603773585,0.5615141955835962
37,white,True,rmsprop,24,relu,24,relu,0.5215471189577996,0.5605660225959888,0.5420293793356492,0.5771583956492182,0.5296523517382413,0.5480572597137015
37,red,True,rmsprop,24,relu,24,relu,0.4685738719845214,0.4847111117165044,0.4799854431994706,0.6120331950207469,0.5974842767295597,0.6403785488958991
38,white,False,rmsprop,48,relu,48,relu,0.5764929087773056,0.6045868533276829,0.5828213725840875,0.5438477226376615,0.5224948875255624,0.5255623721881391
38,red,False,rmsprop,48,relu,48,relu,0.5359158768198797,0.541013926080188,0.5280128593324487,0.5518672199170125,0.5566037735849056,0.5962145110410094
38,white,True,rmsprop,48,relu,48,relu,0.47797740462035404,0.5453780455579543,0.5394480474643668,0.6216859279401767,0.5460122699386503,0.5572597137014315
38,red,True,rmsprop,48,relu,48,relu,0.46745380524283126,0.4939281700542138,0.4828664963177702,0.6120331950207469,0.5691823899371069,0.6182965299684543
39,white,False,rmsprop,96,relu,96,relu,0.5517400599595724,0.5872455116186162,0.5784357463167733,0.5533650577838205,0.5061349693251533,0.49897750511247446
39,red,False,rmsprop,96,relu,96,relu,0.4939474465936051,0.5196066817397591,0.5016504206491945,0.5954356846473029,0.5817610062893082,0.6088328075709779
39,white,True,rmsprop,96,relu,96,relu,0.4402887300112716,0.5437955263933522,0.5359218990875899,0.6526172671651937,0.5460122699386503,0.5501022494887525
39,red,True,rmsprop,96,relu,96,relu,0.4457953673675347,0.4914056010216287,0.4842191990993752,0.6327800829875518,0.5911949685534591,0.5899053627760252
40,white,False,sgd,6,relu,6,relu,0.63080619906666,0.6301013891926085,0.628776491785342,0.44901427600271926,0.4488752556237219,0.4488752556237219
40,red,False,sgd,6,relu,6,relu,0.6614469072136147,0.6544950983059481,0.6533866169324809,0.3983402489626556,0.39937106918238996,0.40063091482649843
40,white,True,sgd,6,relu,6,relu,0.5761320884336346,0.5943485430169447,0.5814445462451147,0.5367097212780422,0.5081799591002045,0.5204498977505112
40,red,True,sgd,6,relu,6,relu,0.49352642906157307,0.5024479905014518,0.49370314420585754,0.5850622406639004,0.5849056603773585,0.5899053627760252
41,white,False,sgd,12,relu,12,relu,0.6314047711953916,0.6307367469147914,0.6301317434369421,0.44901427600271926,0.4488752556237219,0.4488752556237219
41,red,False,sgd,12,relu,12,relu,0.5655351224281976,0.5615587069553399,0.5427387745974568,0.516597510373444,0.5157232704402516,0.5425867507886435
41,white,True,sgd,12,relu,12,relu,0.5409576288297174,0.5749827723317839,0.5529599818715288,0.5693405846363019,0.5081799591002045,0.5460122699386503
41,red,True,sgd,12,relu,12,relu,0.49054257652076944,0.5030002848907087,0.49299035237790656,0.5840248962655602,0.5943396226415094,0.5993690851735016
42,white,False,sgd,24,relu,24,relu,0.6166883970425293,0.6296896763862032,0.6146329141589518,0.4619306594153637,0.4591002044989775,0.45807770961145194
42,red,False,sgd,24,relu,24,relu,0.5561654636968716,0.5370575077128861,0.5445132075048019,0.5342323651452282,0.550314465408805,0.526813880126183
42,white,True,sgd,24,relu,24,relu,0.5293062438290594,0.5752729730859613,0.5518805619885341,0.5717199184228416,0.5214723926380368,0.532719836400818
42,red,True,sgd,24,relu,24,relu,0.49113367652497353,0.5032102806763079,0.49210381583084445,0.5871369294605809,0.5849056603773585,0.5962145110410094
43,white,False,sgd,48,relu,48,relu,0.6306423288393312,0.6301046802466145,0.6295875542490517,0.44901427600271926,0.4488752556237219,0.4488752556237219
43,red,False,sgd,48,relu,48,relu,0.5810806221981761,0.5520943155828512,0.5660558122941748,0.5363070539419087,0.5911949685534591,0.5520504731861199
43,white,True,sgd,48,relu,48,relu,0.5204508743830719,0.5664539697955235,0.5521169523032409,0.5808973487423521,0.5296523517382413,0.5429447852760736
43,red,True,sgd,48,relu,48,relu,0.4841312239278896,0.5011642788941005,0.489812783262331,0.5840248962655602,0.5911949685534591,0.5930599369085173
44,white,False,sgd,96,relu,96,relu,0.6301961601550363,0.6303188113347153,0.6255935893712112,0.4493541808293678,0.4488752556237219,0.4488752556237219
44,red,False,sgd,96,relu,96,relu,0.6066907644271851,0.6132105506441128,0.6138081069248332,0.5093360995850622,0.5283018867924528,0.4952681388012618
44,white,True,sgd,96,relu,96,relu,0.5278084146822496,0.5700302796861145,0.553847109613243,0.5723997280761387,0.5153374233128835,0.5378323108384458
44,red,True,sgd,96,relu,96,relu,0.4796363911688081,0.49593228364140735,0.48161000934685066,0.5985477178423236,0.5880503144654088,0.5993690851735016
45,white,False,nadam,6,sigmoid,6,sigmoid,0.5859812230661886,0.598896596085562,0.5845771079658243,0.48810333106730114,0.47955010224948874,0.4918200408997955
45,red,False,nadam,6,sigmoid,6,sigmoid,0.5754314388971605,0.5519442903170796,0.5380101670226088,0.4979253112033195,0.5157232704402516,0.526813880126183
